Center.x,Center.y,Left.x,Left.y,Right.x,Right.y,Top.x,Top.y,Bottom.x,Bottom.y,avg_value
372.614,551.617,365.967,551.617,379.262,551.617,372.614,548.176,372.614,555.059,61.5104
301.308,551.706,293.617,551.706,308.999,551.706,301.308,547.755,301.308,555.657,55.728
969.818,552.475,960.05,552.475,979.587,552.475,969.818,547.381,969.818,557.568,72.9749
636.472,552.008,626.628,552.008,646.315,552.008,636.472,546.944,636.472,557.072,67.7477
477.412,551.673,467.65,551.673,487.174,551.673,477.412,547.075,477.412,556.271,76.1749
336.943,551.508,327.97,551.508,345.916,551.508,336.943,546.959,336.943,556.056,52.3743
264.45,551.321,256.029,551.321,272.87,551.321,264.45,546.739,264.45,555.903,56.106
228.623,551.272,220.806,551.272,236.439,551.272,228.623,546.985,228.623,555.559,58.45
120.612,550.946,113.071,550.946,128.153,550.946,120.612,546.829,120.612,555.063,52.2593
531.953,551.462,521.816,551.462,542.09,551.462,531.953,546.688,531.953,556.236,73.1159
192.586,551.154,183.115,551.154,202.056,551.154,192.586,546.059,192.586,556.248,65.0947
157.155,550.223,148.868,550.223,165.441,550.223,157.155,545.782,157.155,554.665,55.702
84.5489,550.193,75.3394,550.193,93.7584,550.193,84.5489,545.19,84.5489,555.196,67.4185
1358.96,534.607,1351.72,534.607,1366.2,534.607,1358.96,530.944,1358.96,538.27,51.9153
1287.73,534.398,1282.2,534.398,1293.26,534.398,1287.73,531.592,1287.73,537.204,50.5714
1042,534.5,1034.06,534.5,1049.94,534.5,1042,530.828,1042,538.172,56.6357
1323.77,534.136,1315.55,534.136,1332,534.136,1323.77,529.986,1323.77,538.287,60.7095
1216.81,534.185,1208.84,534.185,1224.79,534.185,1216.81,530.147,1216.81,538.222,54.6917
1181.13,534.262,1171.94,534.262,1190.32,534.262,1181.13,529.623,1181.13,538.902,58.3
1145.57,535.082,1135,535.082,1156.14,535.082,1145.57,529.982,1145.57,540.183,63.5536
970.535,534.144,962.915,534.144,978.156,534.144,970.535,530.199,970.535,538.089,59.7008
847.5,532.594,842.172,532.594,852.828,532.594,847.5,529.91,847.5,535.278,56.1562
1251.99,533.624,1243.02,533.624,1260.96,533.624,1251.99,529.046,1251.99,538.201,60.4939
1111.16,534.004,1101.4,534.004,1120.92,534.004,1111.16,529.009,1111.16,538.998,58.5193
1076.76,533.908,1067.65,533.908,1085.88,533.908,1076.76,529.516,1076.76,538.301,55.4118
1005.18,533.267,996.853,533.267,1013.5,533.267,1005.18,529.191,1005.18,537.342,58.9429
917.01,533.231,907.957,533.231,926.063,533.231,917.01,528.832,917.01,537.629,59.2242
777,532.934,768.869,532.934,785.131,532.934,777,528.806,777,537.062,59.1014
742,532.958,732.801,532.958,751.199,532.958,742,528.741,742,537.175,63.4235
672.27,533.079,663.403,533.079,681.136,533.079,672.27,528.86,672.27,537.297,62.2883
637.547,533.095,629.996,533.095,645.099,533.095,637.547,529.103,637.547,537.088,62.12
602.3,532.75,594.887,532.75,609.714,532.75,602.3,529.296,602.3,536.205,59.2455
567.44,532.665,559.703,532.665,575.177,532.665,567.44,528.784,567.44,536.545,58.6434
531.676,532.486,524.151,532.486,539.201,532.486,531.676,528.884,531.676,536.088,57.9355
882.505,532.765,873.064,532.765,891.946,532.765,882.505,528.31,882.505,537.22,68.431
811.585,532.569,802.644,532.569,820.526,532.569,811.585,528.02,811.585,537.118,67.0783
706.616,533.156,696.626,533.156,716.606,533.156,706.616,528.203,706.616,538.11,73.1219
404.744,531.217,398.742,531.217,410.746,531.217,404.744,528.094,404.744,534.339,56.6623
157.608,531.567,150.111,531.567,165.105,531.567,157.608,527.903,157.608,535.23,54.5917
121.419,531.534,113.905,531.534,128.933,531.534,121.419,527.797,121.419,535.271,53.1833
84.924,531.462,78.0453,531.462,91.8028,531.462,84.924,527.82,84.924,535.103,54.4128
475.627,531.352,467.169,531.352,484.085,531.352,475.627,527.073,475.627,535.631,60.4113
440.632,531.387,431.615,531.387,449.649,531.387,440.632,526.837,440.632,535.937,70.2108
370,531.17,361.118,531.17,378.882,531.17,370,527.037,370,535.302,67.8188
334.94,531.518,325.365,531.518,344.514,531.518,334.94,526.832,334.94,536.203,53.6462
228.472,531.676,219.765,531.676,237.179,531.676,228.472,527.146,228.472,536.206,58.2147
193.078,531.728,185.082,531.728,201.075,531.728,193.078,527.268,193.078,536.188,58.5455
299.092,531.15,289.214,531.15,308.97,531.15,299.092,526.134,299.092,536.166,60.3266
264.016,531.862,253.798,531.862,274.234,531.862,264.016,526.571,264.016,537.153,69.3745
1362.11,516.326,1355.07,516.326,1369.14,516.326,1362.11,512.737,1362.11,519.916,52.6471
1326,515.5,1319.16,515.5,1332.84,515.5,1326,511.892,1326,519.108,54.5229
1290.26,515.5,1281.33,515.5,1299.19,515.5,1290.26,510.913,1290.26,520.087,58.0055
1253.85,515.113,1244.87,515.113,1262.83,515.113,1253.85,510.718,1253.85,519.507,55.1758
1076.79,514.148,1069.52,514.148,1084.05,514.148,1076.79,510.75,1076.79,517.546,50.0093
1218.67,514.833,1210.2,514.833,1227.14,514.833,1218.67,510.625,1218.67,519.041,53.2516
1006.35,513.911,998.302,513.911,1014.4,513.911,1006.35,509.864,1006.35,517.959,58.9776
971.705,514.256,962.655,514.256,980.754,514.256,971.705,509.851,971.705,518.661,62.7605
916.704,514.542,907.363,514.542,926.044,514.542,916.704,510.047,916.704,519.037,62.1136
881.57,514.171,873.244,514.171,889.896,514.171,881.57,510.071,881.57,518.271,64.5971
1182.66,514.182,1172.8,514.182,1192.52,514.182,1182.66,509.135,1182.66,519.229,64.6716
1147.42,514.135,1138.48,514.135,1156.36,514.135,1147.42,509.415,1147.42,518.856,55.024
1112.14,514.186,1102.34,514.186,1121.95,514.186,1112.14,509.232,1112.14,519.141,62.2132
1042.51,513.618,1032.97,513.618,1052.06,513.618,1042.51,509.022,1042.51,518.214,62.5278
846.324,514.193,836.81,514.193,855.838,514.193,846.324,509.262,846.324,519.124,67.4922
809.768,512.97,800.802,512.97,818.734,512.97,809.768,508.779,809.768,517.161,60.5361
775.319,513.473,766.87,513.473,783.767,513.473,775.319,508.973,775.319,517.973,60.4771
705.561,512.97,696.857,512.97,714.266,512.97,705.561,508.778,705.561,517.161,59.3019
634.982,512.602,628.827,512.602,641.137,512.602,634.982,509.332,634.982,515.871,56.6203
476.516,512.93,468.42,512.93,484.613,512.93,476.516,508.736,476.516,517.125,59.5811
440.726,512.515,432.549,512.515,448.903,512.515,440.726,508.79,440.726,516.24,62.0148
740.505,512.93,730.145,512.93,750.864,512.93,740.505,507.839,740.505,518.02,72.7368
670.502,512.683,661.22,512.683,679.785,512.683,670.502,508.164,670.502,517.201,68.7267
600.122,512.405,590.643,512.405,609.601,512.405,600.122,507.848,600.122,516.962,66.8927
564.174,512.093,555.799,512.093,572.548,512.093,564.174,507.905,564.174,516.28,59.0196
529.955,512.296,521.174,512.296,538.736,512.296,529.955,507.968,529.955,516.625,62.65
405.312,512.728,395.712,512.728,414.912,512.728,405.312,507.804,405.312,517.652,67.1969
369.936,512.137,361.467,512.137,378.405,512.137,369.936,507.919,369.936,516.356,59.3846
84.625,511.954,75.9828,511.954,93.2672,511.954,84.625,507.768,84.625,516.139,55.8726
334.611,511.5,325.884,511.5,343.338,511.5,334.611,506.887,334.611,516.113,54.0402
263.357,511.385,254.445,511.385,272.269,511.385,263.357,506.779,263.357,515.991,55.0061
192.38,510.689,186.084,510.689,198.677,510.689,192.38,507.121,192.38,514.256,51.7363
156.231,511.028,147.22,511.028,165.241,511.028,156.231,506.78,156.231,515.275,60.8614
120.983,511.165,113.302,511.165,128.663,511.165,120.983,507.134,120.983,515.196,54.0317
299.146,511.292,288.746,511.292,309.546,511.292,299.146,505.859,299.146,516.724,68.4261
227.806,510.812,217.864,510.812,237.749,510.812,227.806,505.856,227.806,515.768,65.5271
1325.69,495.826,1318.25,495.826,1333.13,495.826,1325.69,491.793,1325.69,499.859,54.7295
1290.11,495.674,1283.07,495.674,1297.14,495.674,1290.11,492.084,1290.11,499.263,55.8544
1254.92,495.618,1248.05,495.618,1261.79,495.618,1254.92,492.057,1254.92,499.178,54.38
1183.68,495.449,1175.77,495.449,1191.59,495.449,1183.68,491.73,1183.68,499.167,52.6493
1360.97,495.638,1353.01,495.638,1368.93,495.638,1360.97,491.278,1360.97,499.997,67.6614
1218.94,495.524,1210.64,495.524,1227.23,495.524,1218.94,491.325,1218.94,499.724,53.4255
1146.71,496.027,1137.58,496.027,1155.83,496.027,1146.71,491.358,1146.71,500.696,56.2647
1111.69,495.705,1102.66,495.705,1120.72,495.705,1111.69,491.175,1111.69,500.234,55.3234
882.313,494.898,873.287,494.898,891.34,494.898,882.313,490.732,882.313,499.065,61.1845
845.755,494.597,837.758,494.597,853.751,494.597,845.755,490.86,845.755,498.334,60.8433
811.5,494.428,804.141,494.428,818.859,494.428,811.5,490.856,811.5,498,59.4661
740.925,494.778,732.752,494.778,749.098,494.778,740.925,490.725,740.925,498.832,61.6889
1041.54,494.93,1031.91,494.93,1051.16,494.93,1041.54,490.404,1041.54,499.457,58.674
1005.07,494.356,996.684,494.356,1013.45,494.356,1005.07,489.98,1005.07,498.731,59.2039
776,494.176,767.971,494.176,784.029,494.176,776,490.144,776,498.208,59.3684
707,494,698.847,494,715.153,494,707,489.804,707,498.196,60.5676
670.412,494.122,661.802,494.122,679.021,494.122,670.412,489.995,670.412,498.249,60.6474
1076.15,494.992,1064.38,494.992,1087.92,494.992,1076.15,488.901,1076.15,501.084,59.6033
969.096,494.447,958.429,494.447,979.764,494.447,969.096,489.175,969.096,499.72,73.9909
915.928,494.373,905.432,494.373,926.424,494.373,915.928,489.172,915.928,499.574,71.5253
564.742,493.018,555.82,493.018,573.665,493.018,564.742,488.74,564.742,497.296,58.5671
405.558,492.887,397.944,492.887,413.173,492.887,405.558,488.922,405.558,496.852,62.0403
370.909,492.605,363.764,492.605,378.055,492.605,370.909,488.939,370.909,496.272,59.5913
336.03,493.171,326.917,493.171,345.143,493.171,336.03,488.851,336.03,497.492,53.6826
299.71,492.731,291.348,492.731,308.072,492.731,299.71,488.66,299.71,496.803,54.3214
635.177,493.718,625.034,493.718,645.32,493.718,635.177,488.367,635.177,499.069,67.0405
600.292,493.045,591.27,493.045,609.314,493.045,600.292,488.488,600.292,497.602,61.1598
475.794,492.954,466.257,492.954,485.332,492.954,475.794,487.996,475.794,497.913,69.7565
440.898,492.552,432.036,492.552,449.759,492.552,440.898,488.007,440.898,497.096,63.5031
266.393,492.691,257.757,492.691,275.03,492.691,266.393,488.217,266.393,497.165,55.1312
230.388,492.244,222.53,492.244,238.246,492.244,230.388,488.148,230.388,496.34,58.7405
194.164,492.866,185.136,492.866,203.193,492.866,194.164,487.81,194.164,497.922,62.3184
158.615,492,150.067,492,167.162,492,158.615,487.757,158.615,496.243,56.2129
122.018,491.867,114.466,491.867,129.571,491.867,122.018,487.844,122.018,495.89,53.792
530.127,492.658,519.681,492.658,540.572,492.658,530.127,487.345,530.127,497.971,75.5
86.2179,491.881,77.4587,491.881,94.9771,491.881,86.2179,486.913,86.2179,496.85,65.462
1288.27,475.551,1282.78,475.551,1293.75,475.551,1288.27,472.854,1288.27,478.248,49.5224
1360.35,475.5,1353.2,475.5,1367.5,475.5,1360.35,471.828,1360.35,479.172,51.0259
1006.81,475.5,998.408,475.5,1015.21,475.5,1006.81,471.725,1006.81,479.275,57.2517
1322.45,475.379,1314.13,475.379,1330.77,475.379,1322.45,470.877,1322.45,479.88,61.6107
1251.13,475.569,1242.25,475.569,1260.02,475.569,1251.13,471.049,1251.13,480.089,59.4
1216.77,475.405,1208.55,475.405,1224.98,475.405,1216.77,471.015,1216.77,479.796,54.4444
1181.4,475.998,1172.53,475.998,1190.26,475.998,1181.4,471.23,1181.4,480.766,57.6402
1076.28,475.504,1066.74,475.504,1085.81,475.504,1076.28,470.835,1076.28,480.174,54.4583
1042.42,475.5,1034.29,475.5,1050.55,475.5,1042.42,471.602,1042.42,479.398,56.0147
970.5,475.287,962.909,475.287,978.091,475.287,970.5,471.43,970.5,479.144,58.6111
845.862,474.164,840.626,474.164,851.097,474.164,845.862,471.165,845.862,477.163,56.0462
635.768,474.473,627.346,474.473,644.189,474.473,635.768,470.733,635.768,478.214,60.9091
1146.93,475.829,1136.03,475.829,1157.82,475.829,1146.93,470.371,1146.93,481.287,64.0166
1111.75,475.488,1101.87,475.488,1121.63,475.488,1111.75,470.129,1111.75,480.847,57.9303
915.218,474.452,906.39,474.452,924.047,474.452,915.218,469.981,915.218,478.924,58.963
880.261,474.366,870.721,474.366,889.802,474.366,880.261,469.737,880.261,478.994,67.9261
809.568,474.076,799.983,474.076,819.154,474.076,809.568,469.851,809.568,478.302,66.1006
776.156,474.012,767.621,474.012,784.691,474.012,776.156,469.852,776.156,478.171,58.3481
740.611,474.148,731.408,474.148,749.813,474.148,740.611,469.768,740.611,478.527,63.3294
670.511,474.056,661.235,474.056,679.786,474.056,670.511,469.773,670.511,478.339,61.9709
600.457,474.221,592.546,474.221,608.367,474.221,600.457,470.113,600.457,478.33,60.9323
566.081,473.909,557.475,473.909,574.686,473.909,566.081,469.755,566.081,478.063,57.3333
530.185,473.864,522.203,473.864,538.167,473.864,530.185,469.862,530.185,477.865,58.9389
406.979,472.64,401.348,472.64,412.609,472.64,406.979,469.953,406.979,475.327,54.3913
705.473,474.27,694.81,474.27,716.137,474.27,705.473,469.117,705.473,479.423,70.5158
477.435,473.048,469.228,473.048,485.642,473.048,477.435,468.926,477.435,477.17,57.6644
194.137,472.804,186.153,472.804,202.12,472.804,194.137,468.767,194.137,476.841,57.4769
159.215,472.537,152.624,472.537,165.807,472.537,159.215,468.937,159.215,476.138,52.7333
122.847,472.463,115.187,472.463,130.507,472.463,122.847,468.723,122.847,476.203,52.976
87.2303,472.31,80.6662,472.31,93.7944,472.31,87.2303,468.864,87.2303,475.757,53.3646
441.959,472.774,432.918,472.774,450.999,472.774,441.959,468.313,441.959,477.235,68.1145
372.142,472.341,363.647,472.341,380.637,472.341,372.142,467.934,372.142,476.748,64.8129
336.597,472.732,327.558,472.732,345.635,472.732,336.597,468.201,336.597,477.262,54.2917
301.035,472.7,291.707,472.7,310.364,472.7,301.035,468.098,301.035,477.303,58.6207
266.205,472.84,256.003,472.84,276.408,472.84,266.205,467.664,266.205,478.016,65.8341
230.022,472.576,221.108,472.576,238.936,472.576,230.022,467.987,230.022,477.165,55.7784
1360.54,456.617,1353.85,456.617,1367.23,456.617,1360.54,452.988,1360.54,460.247,52.0381
1323.9,456.599,1316.75,456.599,1331.05,456.599,1323.9,452.928,1323.9,460.27,52.6552
918.458,455.858,909.779,455.858,927.138,455.858,918.458,451.717,918.458,460,60.7397
1288.59,456.29,1279.98,456.29,1297.21,456.29,1288.59,451.402,1288.59,461.179,60.2222
1252.65,456.076,1244.12,456.076,1261.17,456.076,1252.65,451.482,1252.65,460.67,55.1677
1217.78,455.633,1209.45,455.633,1226.12,455.633,1217.78,451.104,1217.78,460.161,53.9803
1145.53,455.403,1136.67,455.403,1154.38,455.403,1145.53,450.808,1145.53,459.997,53.9074
1075.61,454.678,1068.31,454.678,1082.91,454.678,1075.61,451.034,1075.61,458.323,51.213
1005.4,455.282,996.549,455.282,1014.26,455.282,1005.4,451.199,1005.4,459.365,58.8146
969.822,455.049,960.551,455.049,979.093,455.049,969.822,450.84,969.822,459.257,61.4368
883.046,455.375,874.588,455.375,891.504,455.375,883.046,451.485,883.046,459.265,60.5423
847.676,455.457,837.456,455.457,857.896,455.457,847.676,450.678,847.676,460.237,67.2429
813.059,455,804.431,455,821.686,455,813.059,450.827,813.059,459.174,59.9937
776.972,454.551,768.681,454.551,785.263,454.551,776.972,450.806,776.972,458.295,58.2057
636.891,454,631.779,454,642.003,454,636.891,451.023,636.891,456.977,56.0893
1181.7,455.839,1171.35,455.839,1192.05,455.839,1181.7,450.422,1181.7,461.255,65.6404
1110.45,454.974,1100.1,454.974,1120.79,454.974,1110.45,449.777,1110.45,460.17,60.2368
1041.94,454.8,1032.06,454.8,1051.82,454.8,1041.94,450.181,1041.94,459.419,61.6902
706.866,454.323,698.321,454.323,715.41,454.323,706.866,450.264,706.866,458.383,59.0347
566.565,453.922,557.944,453.922,575.185,453.922,566.565,449.766,566.565,458.078,57.4968
531.843,453.991,522.455,453.991,541.23,453.991,531.843,449.755,531.843,458.228,60.9545
476.225,454.637,468.042,454.637,484.408,454.637,476.225,450.142,476.225,459.133,61.0612
441.101,454.041,432.919,454.041,449.283,454.041,441.101,449.951,441.101,458.131,60.5374
741.609,454.09,731.67,454.09,751.548,454.09,741.609,448.897,741.609,459.283,70.1376
671.375,454.336,661.631,454.336,681.118,454.336,671.375,449.544,671.375,459.128,68.1015
601.844,453.563,592.543,453.563,611.145,453.563,601.844,448.952,601.844,458.175,63.4839
405.77,453.936,396.616,453.936,414.925,453.936,405.77,448.903,405.77,458.969,67.5659
370.055,453.52,361.821,453.52,378.289,453.52,370.055,448.942,370.055,458.097,58.3681
193,452,186.673,452,199.327,452,193,448.801,193,455.199,50.7065
85.2854,452.857,77.1444,452.857,93.4264,452.857,85.2854,448.696,85.2854,457.017,54.9933
335.092,452.996,326.015,452.996,344.169,452.996,335.092,448.394,335.092,457.598,54.5663
263.986,452.474,254.908,452.474,273.064,452.474,263.986,447.824,263.986,457.124,52.6557
227.786,452.433,218.18,452.433,237.391,452.433,227.786,447.745,227.786,457.122,61.1813
120.506,451.956,112.847,451.956,128.166,451.956,120.506,447.834,120.506,456.077,51.7681
155.593,452.055,146.532,452.055,164.653,452.055,155.593,447.227,155.593,456.883,61.3571
298.705,452.305,288.22,452.305,309.19,452.305,298.705,446.66,298.705,457.95,67.5628
1360.24,437.042,1351.66,437.042,1368.82,437.042,1360.24,432.845,1360.24,441.24,58.6478
1324.61,436.944,1317.09,436.944,1332.14,436.944,1324.61,432.898,1324.61,440.991,53.065
1289.97,437.073,1283.03,437.073,1296.92,437.073,1289.97,433.297,1289.97,440.848,54.42
1253.27,436.558,1245.72,436.558,1260.83,436.558,1253.27,432.922,1253.27,440.194,51.824
1217.71,436.945,1209.18,436.945,1226.23,436.945,1217.71,432.75,1217.71,441.14,51.4487
1182.53,436.304,1174.22,436.304,1190.83,436.304,1182.53,432.277,1182.53,440.332,53.6739
1148.53,436.399,1140.1,436.399,1156.96,436.399,1148.53,431.848,1148.53,440.95,53.7733
1112.85,436.589,1104.1,436.589,1121.61,436.589,1112.85,432.072,1112.85,441.105,56.3063
848.255,435.627,840.167,435.627,856.343,435.627,848.255,431.937,848.255,439.316,59.3657
812.997,435.845,805.87,435.845,820.124,435.845,812.997,432.435,812.997,439.254,58.9065
777.487,435.438,769.378,435.438,785.596,435.438,777.487,431.699,777.487,439.178,57.2721
742.615,435.521,735.078,435.521,750.152,435.521,742.615,431.882,742.615,439.161,58.124
1077.31,436.562,1066.14,436.562,1088.48,436.562,1077.31,430.955,1077.31,442.17,59.015
1043,436.246,1033.48,436.246,1052.51,436.246,1043,431.366,1043,441.125,57.1606
1007.21,435.628,999.164,435.628,1015.25,435.628,1007.21,431.212,1007.21,440.044,58.6667
971.495,435.766,960.887,435.766,982.102,435.766,971.495,430.679,971.495,440.853,70.9174
707.657,435.057,699.91,435.057,715.403,435.057,707.657,430.864,707.657,439.25,59.2302
670.821,434.959,661.88,434.959,679.762,434.959,670.821,430.803,670.821,439.116,59.6747
371.011,434.371,364.088,434.371,377.935,434.371,371.011,430.896,371.011,437.845,57.2347
917.344,435.735,906.891,435.735,927.797,435.735,917.344,430.507,917.344,440.962,71.486
637.042,434.973,626.589,434.973,647.496,434.973,637.042,429.773,637.042,440.173,66.4217
600.937,434.67,591.053,434.67,610.821,434.67,600.937,430.015,600.937,439.325,61.1793
565.909,434.434,557.32,434.434,574.498,434.434,565.909,430.021,565.909,438.847,59.5694
442.317,433.974,433.38,433.974,451.253,433.974,442.317,429.741,442.317,438.206,60.7012
406.46,433.963,398.873,433.963,414.047,433.963,406.46,429.99,406.46,437.936,60.5484
335.414,434.476,326.29,434.476,344.539,434.476,335.414,429.784,335.414,439.169,52.3443
300.21,434.081,291.782,434.081,308.638,434.081,300.21,429.97,300.21,438.191,52.6209
531.688,434.034,520.825,434.034,542.55,434.034,531.688,428.8,531.688,439.268,70.0996
475.845,434.303,465.328,434.303,486.363,434.303,475.845,429.366,475.845,439.24,70.0876
266.28,433.537,256.984,433.537,275.575,433.537,266.28,428.891,266.28,438.184,54.4947
230.387,433.323,221.263,433.323,239.511,433.323,230.387,428.84,230.387,437.807,56.1953
194.34,433.365,184.762,433.365,203.918,433.365,194.34,427.956,194.34,438.773,62.9659
157.458,432.566,148.286,432.566,166.63,432.566,157.458,427.894,157.458,437.239,54.1351
122.161,432.053,113.85,432.053,130.472,432.053,122.161,427.831,122.161,436.274,52.8105
85.2399,432.154,74.6131,432.154,95.8668,432.154,85.2399,427.013,85.2399,437.295,66.3607
1290.35,416.374,1286.32,416.374,1294.38,416.374,1290.35,413.837,1290.35,418.91,50.1026
1361.12,416.573,1354.04,416.573,1368.2,416.573,1361.12,412.932,1361.12,420.215,50.8036
1183.97,417.143,1174.86,417.143,1193.08,417.143,1183.97,412.618,1183.97,421.668,56.2754
1077.31,416.921,1068.09,416.921,1086.53,416.921,1077.31,412.668,1077.31,421.174,53.8941
1043.79,416.965,1035.97,416.965,1051.6,416.965,1043.79,413.17,1043.79,420.759,55.7949
1007.65,416.762,999.922,416.762,1015.38,416.762,1007.65,412.826,1007.65,420.699,56.5
972.5,416.675,964.768,416.675,980.232,416.675,972.5,413.054,972.5,420.296,57.7845
1325.59,416.674,1317.19,416.674,1333.98,416.674,1325.59,412.269,1325.59,421.079,59.6316
1254.01,416.066,1245.83,416.066,1262.2,416.066,1254.01,411.877,1254.01,420.255,55.8514
1218.47,416.499,1210.16,416.499,1226.79,416.499,1218.47,412.098,1218.47,420.9,53.3139
1147.74,416.955,1136.97,416.955,1158.52,416.955,1147.74,411.786,1147.74,422.125,61.7521
1113.05,416.622,1103.69,416.622,1122.4,416.622,1113.05,411.958,1113.05,421.286,54.5615
847.119,415.178,840.985,415.178,853.253,415.178,847.119,412.042,847.119,418.313,55.5375
671.791,416.245,662.497,416.245,681.085,416.245,671.791,411.705,671.791,420.786,61.5145
601.72,415.547,594.1,415.547,609.341,415.547,601.72,411.884,601.72,419.209,57.424
916.609,415.61,908.143,415.61,925.076,415.61,916.609,411.114,916.609,420.107,58.6948
775.796,415.06,767.827,415.06,783.766,415.06,775.796,410.897,775.796,419.224,57.8194
706.892,415.959,695.557,415.959,718.228,415.959,706.892,410.702,706.892,421.215,71.1265
636.684,415.374,628.097,415.374,645.27,415.374,636.684,411.145,636.684,419.603,61.9097
566.408,415.118,557.891,415.118,574.924,415.118,566.408,410.985,566.408,419.251,56.4968
532.344,415.163,523.86,415.163,540.827,415.163,532.344,411.148,532.344,419.178,58.0909
406.247,413.659,400.064,413.659,412.43,413.659,406.247,410.91,406.247,416.408,53.481
881.281,415.085,870.728,415.085,891.834,415.085,881.281,410.015,881.281,420.154,68.3807
810.601,414.761,801.664,414.761,819.537,414.761,810.601,410.248,810.601,419.273,65.0663
741.354,414.777,731.57,414.777,751.138,414.777,741.354,410.3,741.354,419.254,63.1568
476.739,414.086,468.075,414.086,485.402,414.086,476.739,409.886,476.739,418.286,56.725
158.105,413.326,151.068,413.326,165.143,413.326,158.105,409.737,158.105,416.916,53.5
86.6432,413.377,79.5374,413.377,93.749,413.377,86.6432,409.753,86.6432,417.001,51.9052
370.389,413.5,361.662,413.5,379.116,413.5,370.389,408.887,370.389,418.113,63.0287
335.788,413.5,326.659,413.5,344.916,413.5,335.788,408.835,335.788,418.165,52.5856
299.719,413.829,289.663,413.829,309.775,413.829,299.719,408.575,299.719,419.082,56.4595
265.517,414.007,255.321,414.007,275.713,414.007,265.517,408.83,265.517,419.184,62.1216
229.154,413.472,219.733,413.472,238.575,413.472,229.154,408.778,229.154,418.166,55.4764
194.761,413.329,186.687,413.329,202.835,413.329,194.761,409.115,194.761,417.542,56.5333
122.387,412.931,114.592,412.931,130.182,412.931,122.387,408.806,122.387,417.055,51.4857
439.978,413.345,430.421,413.345,449.534,413.345,439.978,408.521,439.978,418.17,65.5897
1324.73,387.044,1317.69,387.044,1331.77,387.044,1324.73,383.867,1324.73,390.221,52.8431
1360.03,386.592,1353.17,386.592,1366.88,386.592,1360.03,382.898,1360.03,390.286,50.8624
1288.67,387.018,1280.17,387.018,1297.17,387.018,1288.67,382.085,1288.67,391.951,59.0387
1253.72,386.533,1245.14,386.533,1262.29,386.533,1253.72,381.993,1253.72,391.074,51.7294
1217.27,386.537,1208.65,386.537,1225.9,386.537,1217.27,382.095,1217.27,390.979,53.8125
1076.03,385.754,1068.9,385.754,1083.16,385.754,1076.03,382.223,1076.03,389.285,48.6636
1005.77,385.864,997.546,385.864,1014,385.864,1005.77,381.713,1005.77,390.014,57.1409
918.598,385.905,910.402,385.905,926.794,385.905,918.598,381.683,918.598,390.126,58.4362
883.431,386.188,875.417,386.188,891.444,386.188,883.431,382.052,883.431,390.324,59.9403
636.951,384.587,631.414,384.587,642.489,384.587,636.951,381.84,636.951,387.334,53.2174
1146.61,385.608,1137.67,385.608,1155.55,385.608,1146.61,380.964,1146.61,390.252,52.9551
1111.04,386.092,1100.88,386.092,1121.21,386.092,1111.04,381.023,1111.04,391.161,60.0714
970.515,385.708,961.666,385.708,979.364,385.708,970.515,381.155,970.515,390.262,61.8659
848.126,386.201,838.732,386.201,857.521,386.201,848.126,380.995,848.126,391.407,64.0788
812.754,385.468,804.172,385.468,821.337,385.468,812.754,380.876,812.754,390.06,58.5
777.347,384.992,769.701,384.992,784.994,384.992,777.347,380.904,777.347,389.08,57.2074
706.898,384.915,698.591,384.915,715.206,384.915,706.898,380.732,706.898,389.098,57.2105
1181.59,385.681,1171.42,385.681,1191.77,385.681,1181.59,380.107,1181.59,391.255,63.1111
1041.61,385.474,1031.72,385.474,1051.51,385.474,1041.61,380.564,1041.61,390.384,60.7059
671.404,384.877,662.136,384.877,680.673,384.877,671.404,379.997,671.404,389.757,64.8962
601.354,384.492,592.44,384.492,610.268,384.492,601.354,379.801,601.354,389.182,61.1854
567.292,384.561,558.863,384.561,575.72,384.561,567.292,380.243,567.292,388.88,57.766
532.563,384.843,523.549,384.843,541.577,384.843,532.563,380.107,532.563,389.58,61.9167
477.26,384.908,469.048,384.908,485.471,384.908,477.26,380.598,477.26,389.218,58.6107
441.89,384.653,434.142,384.653,449.638,384.653,441.89,380.386,441.89,388.919,60.0551
406.049,384.865,396.79,384.865,415.307,384.865,406.049,379.792,406.049,389.939,64.3118
370.8,384.255,362.701,384.255,378.899,384.255,370.8,379.948,370.8,388.561,57.6712
193.387,382.834,187.883,382.834,198.89,382.834,193.387,379.684,193.387,385.984,49.2537
742.43,384.518,732.61,384.518,752.25,384.518,742.43,379.169,742.43,389.866,71.1005
335.552,383.516,326.111,383.516,344.994,383.516,335.552,378.824,335.552,388.209,52.1915
299.196,383.136,288.278,383.136,310.114,383.136,299.196,377.713,299.196,388.559,63.1721
264.191,382.895,255.508,382.895,272.875,382.895,264.191,378.192,264.191,387.599,53.1312
228.543,382.757,218.845,382.757,238.241,382.757,228.543,377.795,228.543,387.719,60.5533
121.349,382.127,113.579,382.127,129.119,382.127,121.349,377.933,121.349,386.321,51.5887
85.1568,382.56,77.0276,382.56,93.2861,382.56,85.1568,378.148,85.1568,386.972,56.8
156.416,381.765,147.516,381.765,165.316,381.765,156.416,376.985,156.416,386.545,56.9719
1288.43,367.338,1281.54,367.338,1295.33,367.338,1288.43,363.645,1288.43,371.03,52.4779
