Center.x,Center.y,Left.x,Left.y,Right.x,Right.y,Top.x,Top.y,Bottom.x,Bottom.y,avg_value
970.049,720.493,962.799,720.493,977.3,720.493,970.049,716.845,970.049,724.142,61.1765
1145.82,721.368,1137.12,721.368,1154.52,721.368,1145.82,715.957,1145.82,726.78,70.7722
1111.03,721.307,1102.88,721.307,1119.19,721.307,1111.03,716.346,1111.03,726.268,59.5938
915.059,720.139,907.055,720.139,923.062,720.139,915.059,715.931,915.059,724.348,59.8889
845.178,719.173,840.128,719.173,850.229,719.173,845.178,716.078,845.178,722.268,57.8095
635.472,719.857,628.192,719.857,642.753,719.857,635.472,715.933,635.472,723.782,64.7607
601.44,719.464,594.832,719.464,608.048,719.464,601.44,715.876,601.44,723.051,61.6442
565.665,720.038,558.181,720.038,573.15,720.038,565.665,715.922,565.665,724.153,58.4211
406.061,718.512,400.846,718.512,411.276,718.512,406.061,715.814,406.061,721.209,57.4
157.569,719.631,151.741,719.631,163.397,719.631,157.569,716.046,157.569,723.217,56.241
122.26,719.624,115.357,719.624,129.162,719.624,122.26,715.874,122.26,723.374,52.0636
85.6198,719.562,79.7233,719.562,91.5164,719.562,85.6198,715.883,85.6198,723.24,53.6067
879.653,719.641,870.848,719.641,888.458,719.641,879.653,715.015,879.653,724.268,71.6951
774.982,719.525,767.485,719.525,782.478,719.525,774.982,715.287,774.982,723.762,62.6016
739.5,719.5,731.758,719.5,747.242,719.5,739.5,714.961,739.5,724.039,65.3684
670.657,719.463,662.563,719.463,678.752,719.463,670.657,714.966,670.657,723.96,65.5625
529.974,719.164,522.375,719.164,537.573,719.164,529.974,715.145,529.974,723.184,62.104
370.565,719.035,362.882,719.035,378.248,719.035,370.565,714.77,370.565,723.3,68.0145
299.954,719.442,291.774,719.442,308.133,719.442,299.954,714.748,299.954,724.136,59.7301
228.794,719.526,220.673,719.526,236.916,719.526,228.794,714.914,228.794,724.138,57.7722
193.5,719.295,186.642,719.295,200.358,719.295,193.5,715.163,193.5,723.428,57.5089
809.252,718.844,800.396,718.844,818.108,718.844,809.252,713.909,809.252,723.78,70.6629
705.439,719.292,696.843,719.292,714.035,719.292,705.439,714.462,705.439,724.123,79.8304
476.72,718.306,469.199,718.306,484.242,718.306,476.72,713.965,476.72,722.647,61.1288
441.477,718.437,432.892,718.437,450.062,718.437,441.477,713.861,441.477,723.013,68.3023
335.346,718.757,327.401,718.757,343.29,718.757,335.346,714.251,335.346,723.263,56.9517
263.961,718.968,255.54,718.968,272.382,718.968,263.961,713.738,263.961,724.197,68.7318
1360.05,703.863,1353.61,703.863,1366.49,703.863,1360.05,700.103,1360.05,707.622,52.9263
1324.5,703.392,1318.05,703.392,1330.95,703.392,1324.5,699.742,1324.5,707.043,54.97
1289.04,703.176,1281.15,703.176,1296.94,703.176,1289.04,698.167,1289.04,708.185,61.0592
1252.11,702.394,1244.06,702.394,1260.16,702.394,1252.11,697.738,1252.11,707.049,55.7013
1217.06,702.123,1209.66,702.123,1224.47,702.123,1217.06,697.687,1217.06,706.559,55.687
191.742,699.889,186.853,699.889,196.631,699.889,191.742,697.672,191.742,702.105,48.6981
1075.55,700.627,1069.11,700.627,1081.98,700.627,1075.55,697.1,1075.55,704.154,52.8478
969.931,700.967,961.741,700.967,978.121,700.967,969.931,696.741,969.931,705.193,66.0743
917.156,701.253,909.587,701.253,924.725,701.253,917.156,697.353,917.156,705.153,61.856
1181.13,701.466,1172.26,701.466,1189.99,701.466,1181.13,695.979,1181.13,706.953,70.5514
1145.33,701.044,1136.98,701.044,1153.69,701.044,1145.33,696.105,1145.33,705.984,58.4437
1110.04,700.949,1101.51,700.949,1118.56,700.949,1110.04,696.02,1110.04,705.878,67.6392
1005.32,700.549,997.936,700.549,1012.7,700.549,1005.32,696.084,1005.32,705.014,63.1846
882.357,700.471,874.986,700.471,889.728,700.471,882.357,696.341,882.357,704.601,65.8136
847.412,700.758,838.331,700.758,856.493,700.758,847.412,695.797,847.412,705.719,70.8122
811.762,700.447,803.312,700.447,820.213,700.447,811.762,695.862,811.762,705.032,62.515
776.28,700.041,768.313,700.041,784.247,700.041,776.28,695.871,776.28,704.212,60.6783
636.427,699.23,630.926,699.23,641.928,699.23,636.427,696.232,636.427,702.229,57.1884
440.568,699.655,432.996,699.655,448.14,699.655,440.568,695.864,440.568,703.445,65.5289
120.19,699.535,112.814,699.535,127.566,699.535,120.19,695.763,120.19,703.306,52.8417
83.7486,699.937,76.5615,699.937,90.9357,699.937,83.7486,695.855,83.7486,704.019,55.2047
1039.63,699.865,1030.57,699.865,1048.7,699.865,1039.63,695.436,1039.63,704.294,66.8817
741.919,699.819,732.896,699.819,750.942,699.819,741.919,694.833,741.919,704.805,75.0726
706.266,699.565,698.391,699.565,714.142,699.565,706.266,695.231,706.266,703.899,62.0458
670.706,699.756,662.287,699.756,679.124,699.756,670.706,695.298,670.706,704.214,71.5097
601.132,699.273,592.72,699.273,609.543,699.273,601.132,694.786,601.132,703.761,69.4771
565.625,699.584,557.763,699.584,573.487,699.584,565.625,695.313,565.625,703.855,61.9242
531.125,699.567,523.104,699.567,539.146,699.567,531.125,695.07,531.125,704.063,66.6138
475.873,699.75,468.141,699.75,483.605,699.75,475.873,695.283,475.873,704.216,66.7971
405.075,699.948,396.428,699.948,413.722,699.948,405.075,694.9,405.075,704.995,69
369.664,699.299,362.088,699.299,377.239,699.299,369.664,694.9,369.664,703.698,61.5263
333.522,699.247,325.542,699.247,341.503,699.247,333.522,694.611,333.522,703.883,57.6528
263.346,699.208,255.402,699.208,271.291,699.208,263.346,694.657,263.346,703.759,56.2254
298.542,699.03,289.558,699.03,307.526,699.03,298.542,693.767,298.542,704.293,70.4639
227.502,698.462,218.854,698.462,236.15,698.462,227.502,693.714,227.502,703.21,65.3663
155,699.136,147.127,699.136,162.873,699.136,155,694.355,155,703.917,62.9429
1289.04,683.952,1282.64,683.952,1295.44,683.952,1289.04,680.125,1289.04,687.779,58.2688
1253.09,683.476,1246.86,683.476,1259.33,683.476,1253.09,679.797,1253.09,687.154,56.3608
1359.84,683.556,1352.55,683.556,1367.12,683.556,1359.84,678.982,1359.84,688.13,65.4632
1323.73,683.501,1316.66,683.501,1330.79,683.501,1323.73,679.241,1323.73,687.761,55.8879
1218.01,682.314,1210.8,682.314,1225.23,682.314,1218.01,678.036,1218.01,686.591,55.0252
1181.6,682.142,1174.07,682.142,1189.14,682.142,1181.6,678.025,1181.6,686.258,56.8064
1146.98,683.02,1138.96,683.02,1155,683.02,1146.98,678.488,1146.98,687.552,56.4097
1112.79,682.452,1105.03,682.452,1120.55,682.452,1112.79,678.117,1112.79,686.786,59.7874
1042.77,681.63,1034.07,681.63,1051.47,681.63,1042.77,677.047,1042.77,686.214,60.7938
1006.62,681.174,998.799,681.174,1014.44,681.174,1006.62,677.059,1006.62,685.29,61.2519
882.038,681.462,873.921,681.462,890.155,681.462,882.038,677.036,882.038,685.889,65.5735
847.333,681.33,839.923,681.33,854.743,681.33,847.333,677.487,847.333,685.174,63.7459
812.914,681.031,806.19,681.031,819.637,681.031,812.914,677.244,812.914,684.818,64.7188
776.703,681.035,768.885,681.035,784.52,681.035,776.703,676.931,776.703,685.139,59.1489
741.894,680.739,734.822,680.739,748.967,680.739,741.894,676.798,741.894,684.68,62.3805
370.693,680.444,364.42,680.444,376.966,680.444,370.693,676.914,370.693,683.974,62.2759
1077.66,681.762,1068.31,681.762,1087.01,681.762,1077.66,676.528,1077.66,686.995,65.7742
971.294,680.91,962.03,680.91,980.558,680.91,971.294,675.842,971.294,685.978,78.4426
706.154,680.616,698.018,680.616,714.289,680.616,706.154,676.076,706.154,685.157,64.9456
671.553,680.149,662.858,680.149,680.249,680.149,671.553,676.037,671.553,684.262,67.2177
404.561,680.091,397.031,680.091,412.09,680.091,404.561,676.01,404.561,684.172,65.2903
335.126,680.039,327.021,680.039,343.231,680.039,335.126,675.803,335.126,684.275,54.8
299.121,680.198,291.966,680.198,306.276,680.198,299.121,675.949,299.121,684.448,56.704
264.273,680.418,256.307,680.418,272.238,680.418,264.273,675.847,264.273,684.989,59.2986
120.97,679.813,113.542,679.813,128.398,679.813,120.97,675.633,120.97,683.992,55.5372
636,680.153,626.269,680.153,645.731,680.153,636,675.16,636,685.146,68.8477
600.216,679.746,591.422,679.746,609.009,679.746,600.216,675.215,600.216,684.278,64.037
566.082,679.188,558.092,679.188,574.072,679.188,566.082,674.962,566.082,683.414,60.7431
475.456,680.076,466.18,680.076,484.732,680.076,475.456,675.099,475.456,685.053,75.8333
439.672,679.71,431.619,679.71,447.726,679.71,439.672,675.256,439.672,684.163,63.8027
229.312,679.613,221.311,679.613,237.313,679.613,229.312,675.155,229.312,684.071,60.1438
156.901,679.541,148.683,679.541,165.119,679.541,156.901,674.911,156.901,684.172,54.4847
530.354,679.039,520.721,679.039,539.988,679.039,530.354,674.002,530.354,684.076,74.8827
193.478,679.84,184.559,679.84,202.398,679.84,193.478,674.562,193.478,685.118,63.4922
85.1102,679.488,76.7303,679.488,93.4901,679.488,85.1102,674.105,85.1102,684.871,69.4727
1361.07,663.354,1353.82,663.354,1368.31,663.354,1361.07,659.659,1361.07,667.048,50.95
1289.94,662.601,1284.83,662.601,1295.04,662.601,1289.94,659.976,1289.94,665.226,49.7302
1324.84,663.235,1317.49,663.235,1332.19,663.235,1324.84,658.792,1324.84,667.678,63.3282
1218.64,662.8,1210.85,662.8,1226.42,662.8,1218.64,658.688,1218.64,666.912,54.9922
1253.57,662.302,1245.76,662.302,1261.38,662.302,1253.57,657.823,1253.57,666.781,60.45
1182.42,663.224,1174,663.224,1190.84,663.224,1182.42,658.447,1182.42,668.001,58.6564
1147.09,662.864,1137.26,662.864,1156.93,662.864,1147.09,657.795,1147.09,667.932,68.2576
1112.35,662.467,1103.61,662.467,1121.08,662.467,1112.35,657.891,1112.35,667.044,57.7241
1077.05,662.543,1069.11,662.543,1084.99,662.543,1077.05,658.204,1077.05,666.883,60.6641
1043.3,662.25,1036.11,662.25,1050.48,662.25,1043.3,658.585,1043.3,665.914,60.6923
1007,662,999.134,662,1014.87,662,1007,657.961,1007,666.039,57.8592
972.049,661.975,965.039,661.975,979.059,661.975,972.049,658.32,972.049,665.631,61.5728
880.982,661.084,872.526,661.084,889.438,661.084,880.982,656.837,880.982,665.331,69.8544
845.357,660.29,838.796,660.29,851.917,660.29,845.357,657.024,845.357,663.556,59.3059
637.458,660.621,629.75,660.621,645.165,660.621,637.458,656.967,637.458,664.274,61.5271
601.629,660.74,594.28,660.74,608.979,660.74,601.629,657.153,601.629,664.327,62.1667
566.409,660.793,559.025,660.793,573.793,660.793,566.409,656.806,566.409,664.78,59.1441
121.276,660.458,113.584,660.458,128.968,660.458,121.276,656.724,121.276,664.191,52.392
85.6718,660.411,79.0072,660.411,92.3363,660.411,85.6718,656.769,85.6718,664.052,53.7238
915.438,660.694,907.191,660.694,923.685,660.694,915.438,656.244,915.438,665.144,60.9333
810.051,660.608,801.052,660.608,819.051,660.608,810.051,656.033,810.051,665.184,70.2515
775.884,660.51,767.831,660.51,783.938,660.51,775.884,656.037,775.884,664.983,63.0977
741.103,660.358,732.57,660.358,749.636,660.358,741.103,655.805,741.103,664.911,67.1039
706.125,661.062,696.399,661.062,715.85,661.062,706.125,656.172,706.125,665.953,80.3667
671.992,660.727,663.387,660.727,680.596,660.727,671.992,656.351,671.992,665.102,64.0566
531.759,660.116,524.034,660.116,539.484,660.116,531.759,656.248,531.759,663.984,62.2
406.179,659.698,400.943,659.698,411.414,659.698,406.179,656.553,406.179,662.844,58.8462
228.403,660.326,219.532,660.326,237.274,660.326,228.403,655.621,228.403,665.032,58.8588
193.367,660.162,184.805,660.162,201.928,660.162,193.367,655.961,193.367,664.364,57.9032
158.642,659.961,151.604,659.961,165.68,659.961,158.642,655.952,158.642,663.971,57.7568
474.941,659.5,466.619,659.5,483.263,659.5,474.941,655.056,474.941,663.944,61.8652
440.225,659.529,431.831,659.529,448.619,659.529,440.225,654.998,440.225,664.059,69.0545
369.741,658.99,361.224,658.99,378.259,658.99,369.741,654.752,369.741,663.227,67.8654
334.055,659.481,325.796,659.481,342.314,659.481,334.055,654.839,334.055,664.123,55.8667
299.15,660.257,290.257,660.257,308.042,660.257,299.15,655.466,299.15,665.047,59.452
264.283,659.642,254.742,659.642,273.825,659.642,264.283,654.272,264.283,665.012,67.8744
1360.44,633.947,1353.79,633.947,1367.08,633.947,1360.44,629.9,1360.44,637.995,54
1324,633.5,1317.65,633.5,1330.35,633.5,1324,629.823,1324,637.177,56.6869
1217.48,632.757,1209.63,632.757,1225.33,632.757,1217.48,628.656,1217.48,636.859,54.8258
1288.68,633.138,1280.32,633.138,1297.05,633.138,1288.68,628.16,1288.68,638.117,61.454
1252.55,632.723,1244.2,632.723,1260.89,632.723,1252.55,628.252,1252.55,637.194,56.1733
1075.84,631.274,1069.82,631.274,1081.85,631.274,1075.84,627.964,1075.84,634.584,52.0723
917.488,632.054,909.396,632.054,925.58,632.054,917.488,627.996,917.488,636.112,61.5743
883,631.5,875.059,631.5,890.941,631.5,883,627.828,883,635.172,61.5039
1146.33,631.615,1137.69,631.615,1154.97,631.615,1146.33,626.999,1146.33,636.231,55.1637
1110.11,631.565,1100.68,631.565,1119.54,631.565,1110.11,626.854,1110.11,636.277,66.1675
1040.26,631.313,1030.82,631.313,1049.69,631.313,1040.26,626.724,1040.26,635.901,66.0114
1005.86,631.094,997.898,631.094,1013.81,631.094,1005.86,626.963,1005.86,635.225,59.1597
970.081,631.317,961.415,631.317,978.747,631.317,970.081,626.899,970.081,635.734,64.7188
847.435,631.665,837.838,631.665,857.031,631.665,847.435,626.783,847.435,636.546,70.0205
636.541,630.044,630.717,630.044,642.365,630.044,636.541,626.998,636.541,633.089,55.7108
1180.77,631.58,1171.45,631.58,1190.09,631.58,1180.77,626.541,1180.77,636.618,69.7553
812.05,630.752,803.193,630.752,820.906,630.752,812.05,626.215,812.05,635.29,63.5988
776.657,630.711,768.508,630.711,784.805,630.711,776.657,626.271,776.657,635.15,61.5541
741.721,630.777,732.247,630.777,751.194,630.777,741.721,625.85,741.721,635.705,73.9737
707.654,630.107,698.11,630.107,717.198,630.107,707.654,626.015,707.654,634.199,59.8704
671.209,629.949,662.117,629.949,680.301,629.949,671.209,625.728,671.209,634.17,69.1716
566.339,629.936,558.754,629.936,573.924,629.936,566.339,625.894,566.339,633.978,61.2195
531.322,630.393,523.184,630.393,539.46,630.393,531.322,626.011,531.322,634.774,66.4741
475.25,630.559,467.199,630.559,483.301,630.559,475.25,626.042,475.25,635.076,62.3493
440.621,629.864,433.067,629.864,448.175,629.864,440.621,625.909,440.621,633.82,64.3008
192,629.127,186.658,629.127,197.342,629.127,192,625.975,192,632.279,51.625
600.965,629.631,592.356,629.631,609.575,629.631,600.965,625.258,600.965,634.005,66.9937
405.911,629.856,397.123,629.856,414.698,629.856,405.911,625.026,405.911,634.686,69.7205
370.143,629.625,361.927,629.625,378.36,629.625,370.143,625.075,370.143,634.174,62.2318
334.769,629.698,326.527,629.698,343.011,629.698,334.769,625.235,334.769,634.161,55.5733
262.975,629.283,254.723,629.283,271.228,629.283,262.975,624.778,262.975,633.788,55.9735
227.973,629.49,219.295,629.49,236.65,629.49,227.973,624.81,227.973,634.171,65.8166
155.917,629.264,147.841,629.264,163.993,629.264,155.917,624.666,155.917,633.862,63.2759
120.215,629.117,113.03,629.117,127.399,629.117,120.215,625.085,120.215,633.15,53.6581
85.5845,629.782,77.8859,629.782,93.283,629.782,85.5845,625.545,85.5845,634.018,57.2536
298.162,629.11,288.847,629.11,307.477,629.11,298.162,623.905,298.162,634.314,67.6816
1359.87,614.06,1352.27,614.06,1367.47,614.06,1359.87,609.866,1359.87,618.253,66.9925
1323.87,613.924,1316.23,613.924,1331.52,613.924,1323.87,609.761,1323.87,618.086,54.8162
1288.43,614.089,1281.3,614.089,1295.57,614.089,1288.43,610.153,1288.43,618.026,56.7043
1252.82,613.557,1245.81,613.557,1259.84,613.557,1252.82,609.923,1252.82,617.191,55.2703
1182.84,613.173,1175.62,613.173,1190.05,613.173,1182.84,609.109,1182.84,617.237,56.4492
1147.96,613.493,1139.22,613.493,1156.71,613.493,1147.96,608.962,1147.96,618.023,54.5029
1218.05,612.802,1209.89,612.802,1226.21,612.802,1218.05,608.41,1218.05,617.194,54.2162
1112.85,612.616,1104.46,612.616,1121.24,612.616,1112.85,608.276,1112.85,616.956,59.8451
1042.94,612.116,1033.87,612.116,1052,612.116,1042.94,607.749,1042.94,616.482,59.3614
1006.55,611.964,998.832,611.964,1014.27,611.964,1006.55,607.847,1006.55,616.081,59.9493
882.31,612.311,874.013,612.311,890.608,612.311,882.31,607.916,882.31,616.706,63.6913
847.5,612.038,840.044,612.038,854.956,612.038,847.5,608.037,847.5,616.04,62.623
812.533,611.654,805.648,611.654,819.418,611.654,812.533,608.092,812.533,615.215,62.2451
777.619,611.978,769.246,611.978,785.991,611.978,777.619,607.883,777.619,616.073,58.0397
742.209,611.531,734.512,611.531,749.907,611.531,742.209,607.865,742.209,615.198,60.008
370.171,610.992,363.075,610.992,377.267,610.992,370.171,607.782,370.171,614.202,60.2095
1076.98,612.695,1066.98,612.695,1086.98,612.695,1076.98,607.344,1076.98,618.047,63.2719
917.728,612.405,908.213,612.405,927.242,612.405,917.728,607.63,917.728,617.18,72.8698
706.264,611.45,697.73,611.45,714.797,611.45,706.264,606.892,706.264,616.009,63.503
670.973,611.195,663.148,611.195,678.798,611.195,670.973,607.144,670.973,615.246,63.938
404.74,610.799,397.396,610.799,412.083,610.799,404.74,606.908,404.74,614.69,62.0917
299.674,610.805,291.982,610.805,307.366,610.805,299.674,606.814,299.674,614.795,56.381
264.343,610.891,256.192,610.891,272.495,610.891,264.343,606.693,264.343,615.089,55.3919
971.341,611.37,961.706,611.37,980.975,611.37,971.341,606.246,971.341,616.494,76.4205
634.887,611.389,625.359,611.389,644.416,611.389,634.887,606.675,634.887,616.103,66.8711
600.346,610.78,591.833,610.78,608.86,610.78,600.346,606.267,600.346,615.294,62.1603
565.51,610.419,557.44,610.419,573.581,610.419,565.51,606.136,565.51,614.702,61.163
530.061,610.426,520.497,610.426,539.626,610.426,530.061,605.736,530.061,615.115,70.398
476.257,610.936,466.829,610.936,485.685,610.936,476.257,606.1,476.257,615.772,79.858
439.419,610.617,430.862,610.617,447.975,610.617,439.419,606.034,439.419,615.2,65.2293
334.809,610.407,326.438,610.407,343.179,610.407,334.809,605.959,334.809,614.854,54.3922
228.481,610.376,220.859,610.376,236.103,610.376,228.481,606.028,228.481,614.723,61.381
120.474,609.943,112.669,609.943,128.279,609.943,120.474,605.682,120.474,614.204,55.3741
191.465,610.122,181.956,610.122,200.974,610.122,191.465,604.916,191.465,615.328,63.1144
155.54,609.734,146.916,609.734,164.164,609.734,155.54,604.704,155.54,614.763,56.5205
84.1949,609.582,75.3049,609.582,93.085,609.582,84.1949,604.493,84.1949,614.671,68.6215
1360.79,593.785,1353.8,593.785,1367.78,593.785,1360.79,589.856,1360.79,597.714,52.1429
1289.48,593.187,1284.56,593.187,1294.41,593.187,1289.48,590.293,1289.48,596.081,50.7167
1325.13,593.574,1317.44,593.574,1332.82,593.574,1325.13,589.224,1325.13,597.924,66.0635
1253.7,592.853,1245.58,592.853,1261.82,592.853,1253.7,588.692,1253.7,597.014,58.4865
1218.18,593.035,1210.24,593.035,1226.12,593.035,1218.18,588.919,1218.18,597.15,53.4196
1183.21,593.073,1174.51,593.073,1191.9,593.073,1183.21,588.877,1183.21,597.269,57.9125
1077.14,593.069,1068.63,593.069,1085.65,593.069,1077.14,588.915,1077.14,597.223,55.3121
1043.12,593.079,1035.81,593.079,1050.43,593.079,1043.12,589.479,1043.12,596.679,59.0727
1007.58,592.807,999.938,592.807,1015.23,592.807,1007.58,588.847,1007.58,596.768,59.168
972,592.6,964.709,592.6,979.291,592.6,972,588.941,972,596.259,59.6471
845.771,591.625,839.853,591.625,851.69,591.625,845.771,588.785,845.771,594.464,56.76
1146.74,593.16,1135.7,593.16,1157.79,593.16,1146.74,588.182,1146.74,598.137,63.8217
1112.51,592.836,1103.28,592.836,1121.73,592.836,1112.51,588.027,1112.51,597.646,59.6059
740.677,592.291,731.721,592.291,749.634,592.291,740.677,587.757,740.677,596.825,66.7349
635.679,591.449,627.772,591.449,643.586,591.449,635.679,587.73,635.679,595.167,62.6866
600.913,591.698,593.958,591.698,607.868,591.698,600.913,588.195,600.913,595.2,61.0297
565.863,591.425,557.632,591.425,574.093,591.425,565.863,587.706,565.863,595.144,57.9203
915.488,591.809,906.969,591.809,924.007,591.809,915.488,587.468,915.488,596.149,60.6039
880.451,591.432,871.713,591.432,889.188,591.432,880.451,586.788,880.451,596.077,69.0286
810.565,591.157,801.844,591.157,819.286,591.157,810.565,586.746,810.565,595.569,67.2562
774.974,591.732,767.047,591.732,782.901,591.732,774.974,587.581,774.974,595.882,61.9764
704.842,591.837,694.889,591.837,714.796,591.837,704.842,586.954,704.842,596.72,75.2414
669.856,591.519,661.077,591.519,678.634,591.519,669.856,587.007,669.856,596.03,64.075
530.107,591.197,522.118,591.197,538.096,591.197,530.107,587.323,530.107,595.07,60.4924
404.915,590.048,399.561,590.048,410.268,590.048,404.915,587.053,404.915,593.043,56.75
192.388,591.054,184.847,591.054,199.929,591.054,192.388,586.937,192.388,595.171,57.3926
121.171,590.594,113.593,590.594,128.748,590.594,121.171,586.765,121.171,594.422,53.144
84.4729,590.739,77.531,590.739,91.4148,590.739,84.4729,586.694,84.4729,594.784,56.2545
475.361,590.288,467.377,590.288,483.345,590.288,475.361,586.014,475.361,594.561,61.3008
439.98,590.333,430.946,590.333,449.014,590.333,439.98,585.799,439.98,594.867,70.4364
369.713,589.876,361.081,589.876,378.345,589.876,369.713,585.758,369.713,593.994,68.4028
298.485,590.801,289.803,590.801,307.166,590.801,298.485,586.333,298.485,595.269,60.0994
227.84,590.651,218.916,590.651,236.763,590.651,227.84,586.007,227.84,595.295,59.4061
157.743,590.063,151.29,590.063,164.195,590.063,157.743,586.161,157.743,593.965,57.9681
334.025,590.04,325.276,590.04,342.775,590.04,334.025,585.333,334.025,594.746,56.6957
263.813,590.422,254.165,590.422,273.462,590.422,263.813,585.427,263.813,595.417,71.4433
1361.05,575.539,1354.71,575.539,1367.39,575.539,1361.05,571.902,1361.05,579.175,51.8081
1324.71,574.827,1317.65,574.827,1331.76,574.827,1324.71,570.667,1324.71,578.986,57.7876
1217.36,573.776,1209.36,573.776,1225.36,573.776,1217.36,569.666,1217.36,577.885,54.2331
1288.18,574.303,1279.41,574.303,1296.94,574.303,1288.18,569.408,1288.18,579.197,60.7543
1253.35,573.934,1244.91,573.934,1261.8,573.934,1253.35,569.36,1253.35,578.509,56.2903
1074.75,572.556,1067.36,572.556,1082.14,572.556,1074.75,569.012,1074.75,576.1,50.4182
1004.97,572.784,996.909,572.784,1013.03,572.784,1004.97,568.8,1004.97,576.768,59.6136
917.06,573.018,909.135,573.018,924.985,573.018,917.06,568.974,917.06,577.062,58.4014
881.503,573.026,873.847,573.026,889.159,573.026,881.503,568.979,881.503,577.073,61.9275
1181.3,573.412,1171.73,573.412,1190.86,573.412,1181.3,568.578,1181.3,578.247,67.3316
1145.66,572.759,1136.79,572.759,1154.53,572.759,1145.66,568.045,1145.66,577.473,56.4667
1040.42,572.29,1031.34,572.29,1049.49,572.29,1040.42,567.832,1040.42,576.747,62.4852
970.113,572.727,961.321,572.727,978.905,572.727,970.113,568.286,970.113,577.168,62.9198
846.061,572.893,836.389,572.893,855.733,572.893,846.061,567.796,846.061,577.99,71.3969
810.278,572.332,801.67,572.332,818.886,572.332,810.278,567.805,810.278,576.859,62.1538
775.713,572.459,767.335,572.459,784.091,572.459,775.713,568.113,775.713,576.806,61.7305
635.368,571.144,629.704,571.144,641.032,571.144,635.368,568.01,635.368,574.278,57.7465
477.081,572.224,469.087,572.224,485.076,572.224,477.081,568.238,477.081,576.211,61.0682
442.296,571.512,434.09,571.512,450.501,571.512,442.296,567.79,442.296,575.235,63.2667
1110.26,572.362,1100.66,572.362,1119.85,572.362,1110.26,567.519,1110.26,577.206,62.1237
705.17,571.533,696.662,571.533,713.679,571.533,705.17,567.013,705.17,576.053,60.8397
670.299,571.585,661.276,571.585,679.322,571.585,670.299,567.172,670.299,575.999,72.4118
599.778,570.967,590.597,570.967,608.958,570.967,599.778,566.75,599.778,575.184,65.1882
565.015,571.092,556.876,571.092,573.155,571.092,565.015,566.975,565.015,575.209,58.8311
529.761,571.444,521.223,571.444,538.298,571.444,529.761,566.978,529.761,575.909,64.7756
371.617,571.095,363.237,571.095,379.998,571.095,371.617,566.924,371.617,575.267,60.2583
194.083,570.148,188.917,570.148,199.25,570.148,194.083,567.146,194.083,573.151,52.3125
86.2354,570.771,78.5937,570.771,93.8772,570.771,86.2354,566.661,86.2354,574.881,58.384
740.034,571.861,729.866,571.861,750.202,571.861,740.034,566.448,740.034,577.274,75.0044
407.239,571.369,397.775,571.369,416.702,571.369,407.239,566.519,407.239,576.219,67.6562
336.324,570.566,327.752,570.566,344.896,570.566,336.324,565.99,336.324,575.141,54.284
265.547,570.306,256.22,570.306,274.874,570.306,265.547,565.684,265.547,574.927,55.8187
229.224,570.558,220.386,570.558,238.063,570.558,229.224,565.945,229.224,575.171,65.0852
157.537,570.045,149.303,570.045,165.771,570.045,157.537,565.831,157.537,574.26,61.094
122.169,570.487,114.8,570.487,129.537,570.487,122.169,566.577,122.169,574.398,54.6417
300.146,570.534,290.155,570.534,310.138,570.534,300.146,565.203,300.146,575.865,70.8465
1324.26,554.981,1316.92,554.981,1331.6,554.981,1324.26,550.916,1324.26,559.046,54.0312
1288.85,554.847,1281.77,554.847,1295.94,554.847,1288.85,550.872,1288.85,558.821,55.8407
1217.67,554.846,1209.89,554.846,1225.45,554.846,1217.67,550.665,1217.67,559.027,52.9007
1359.73,554.564,1351.43,554.564,1368.03,554.564,1359.73,550.07,1359.73,559.058,67.634
1252.49,554.505,1245.11,554.505,1259.87,554.505,1252.49,550.694,1252.49,558.316,55.3559
1181.68,554.313,1173.96,554.313,1189.41,554.313,1181.68,549.96,1181.68,558.665,54.777
1147.14,554.371,1137.92,554.371,1156.36,554.371,1147.14,549.76,1147.14,558.982,57.4588
1110.92,554.12,1101.37,554.12,1120.47,554.12,1110.92,549.578,1110.92,558.661,57.5307
846.085,553.533,838.091,553.533,854.079,553.533,846.085,549.833,846.085,557.232,61.6489
811.101,553.355,803.87,553.355,818.331,553.355,811.101,549.732,811.101,556.977,61.6019
775.844,553.889,767.691,553.889,783.998,553.889,775.844,549.814,775.844,557.964,59.4104
1005.3,553.327,997.021,553.327,1013.58,553.327,1005.3,548.964,1005.3,557.69,60.0068
881.418,553.348,872.688,553.348,890.148,553.348,881.418,548.834,881.418,557.863,63.2795
740.971,552.885,733.066,552.885,748.876,552.885,740.971,548.975,740.971,556.795,59.5426
672.057,552.816,663.649,552.816,680.465,552.816,672.057,548.796,672.057,556.836,63.4014
1075.93,553.816,1065.33,553.816,1086.54,553.816,1075.93,548.374,1075.93,559.258,61.5424
1041.99,553.293,1032.68,553.293,1051.3,553.293,1041.99,548.59,1041.99,557.996,59.0632
916.037,553.131,905.987,553.131,926.086,553.131,916.037,548.177,916.037,558.086,72.2476
707.405,552.573,699.035,552.573,715.775,552.573,707.405,548.117,707.405,557.029,60.7947
601.88,552.272,593.278,552.272,610.482,552.272,601.88,547.896,601.88,556.648,61.2102
566.294,551.991,557.886,551.991,574.702,551.991,566.294,547.89,566.294,556.091,58.9673
442.5,552,433.781,552,451.219,552,442.5,547.777,442.5,556.223,62.2938
407.373,551.92,399.886,551.92,414.861,551.92,407.373,548.009,407.373,555.831,64.4196
